,Item Name,Quantity,Price,Date,Customer ID,Year,Sales
0,Giffard Coffee Liqueur 700ml,1,44.2,2016-03-17,6418,2016,44.2
1,St Hallett Eden Valley Riesling,1,37.4,2016-03-17,6418,2016,37.4
2,Macallan 12 Years Sherry Oak,1,108.8,2016-03-18,6419,2016,108.8
3,Macallan 12 Years Sherry Oak,1,108.8,2016-03-18,6420,2016,108.8
4,St Francis Sonama County Chardonnay,1,51.0,2016-03-19,6421,2016,51.0
5,St Francis Sonama County Chardonnay,1,51.0,2016-03-19,6421,2016,51.0
6,St Francis Sonama County Chardonnay,1,51.0,2016-03-19,6421,2016,51.0
7,Giffard Guignolet Kirsch Liqueur 700ml,1,52.0,2016-03-19,6422,2016,52.0
8,"Torres Sangre de Toro Red, DO Catalunya",1,29.33,2016-03-24,6423,2016,29.33
9,"Torres Sangre de Toro Red, DO Catalunya",1,29.33,2016-03-24,6423,2016,29.33
10,Macallan 12 Years Sherry Oak,1,108.8,2016-03-26,6424,2016,108.8
11,Macallan 12 Years Sherry Oak,1,108.8,2016-04-04,6425,2016,108.8
12,Macallan 12 Years Sherry Oak,1,118.8,2016-04-19,6426,2016,118.8
13,Macallan 12 Years Sherry Oak,1,118.8,2016-04-19,6426,2016,118.8
14,Macallan 12 Years Sherry Oak,1,118.8,2016-04-19,6426,2016,118.8
15,Macallan 12 Years Sherry Oak,1,118.8,2016-04-19,6426,2016,118.8
16,Macallan 12 Years Sherry Oak,1,118.8,2016-04-19,6426,2016,118.8
17,Louis Jadot Meursault,1,98.1,2016-04-23,6427,2016,98.1
18,Torres Sangre de Toro Red,1,29.3,2016-04-24,6428,2016,29.3
19,Macallan Sherry Oak 12 Yrs Scotch Whiskey,1,108.5,2016-05-02,6429,2016,108.5
20,Dom Perignon Vintage 2006,1,261.25,2016-05-04,6430,2016,261.25
21,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Red",1,37.05,2016-05-09,6431,2016,37.05
22,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Red",1,37.05,2016-05-09,6431,2016,37.05
23,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Red",1,37.05,2016-05-09,6431,2016,37.05
24,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Red",1,37.05,2016-05-09,6431,2016,37.05
25,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Red",1,37.05,2016-05-09,6431,2016,37.05
26,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Blanc",1,37.05,2016-05-09,6431,2016,37.05
27,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Blanc",1,37.05,2016-05-09,6431,2016,37.05
28,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Blanc",1,37.05,2016-05-09,6431,2016,37.05
29,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Blanc",1,37.05,2016-05-09,6431,2016,37.05
30,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Blanc",1,37.05,2016-05-09,6431,2016,37.05
31,"M. Chapoutier Cotes-du-Rhone ""Belleruche"" Blanc",1,37.05,2016-05-14,6432,2016,37.05
32,Kavalan Collection Single Malt Whisky Box 5 Mignonettes,1,95.95,2016-05-15,6433,2016,95.95
33,Stassen Elderflower & Lime Over Ice Cider 24 x 330ml,1,76.05,2016-05-18,6414,2016,76.05
34,Bitter Truth Old Time Aromatic Bitters 200ml,1,45.6,2016-05-20,6434,2016,45.6
35,Pinical Estate Shiraz,1,21.85,2016-05-24,6435,2016,21.85
36,Pinical Estate Shiraz,1,21.85,2016-05-24,6435,2016,21.85
37,Pinical Estate Shiraz,1,21.85,2016-05-24,6435,2016,21.85
38,Pinical Estate Shiraz,1,21.85,2016-05-24,6435,2016,21.85
39,Pinical Estate Shiraz,1,21.85,2016-05-24,6435,2016,21.85
40,Louis Jadot Pouilly Fuisse,1,64.6,2016-05-25,6436,2016,64.6
41,Louis Jadot Beaujolais-Villages Combe Aux Jacques,1,37.05,2016-05-25,6436,2016,37.05
42,Louis Jadot Beaujolais-Villages Combe Aux Jacques,1,37.05,2016-05-25,6436,2016,37.05
43,Louis Jadot Pouilly Fuisse,1,64.6,2016-05-25,6436,2016,64.6
44,Perrier Jouet Grand Brut NV,1,324.0,2016-05-26,6437,2016,324.0
45,Perrier Jouet Grand Brut NV,1,324.0,2016-05-26,6437,2016,324.0
46,Perrier Jouet Grand Brut NV,1,324.0,2016-05-26,6437,2016,324.0
47,Perrier Jouet Grand Brut NV,1,324.0,2016-05-26,6437,2016,324.0
48,"Kavalan Solist Vinho Barrique Cask Strength Single Malt Whisky
700ml",1,468.35,2016-06-01,6438,2016,468.35
49,"Kavalan Solist Vinho Barrique Cask Strength Single Malt Whisky
700ml",1,468.35,2016-06-01,6438,2016,468.35
50,Torbreck The Bothie (Muscat a petit grains) 2012,1,39.9,2016-06-02,6439,2016,39.9
51,Absolut Vodka Original,1,45.0,2016-06-08,6440,2016,45.0
52,Louis Jadot Pouilly Fuisse 2014,1,64.6,2016-06-09,6441,2016,64.6
53,Perrier Jouet Grand Brut NV,1,64.6,2016-06-09,6442,2016,64.6
54,Perrier Jouet Grand Brut NV,1,367.2,2016-06-09,6443,2016,367.2
55,Perrier Jouet Grand Brut NV,1,367.2,2016-06-09,6444,2016,367.2
56,Kavalan Single Malt 700ml,1,114.75,2016-06-09,6445,2016,114.75
57,Torbreck Woodcutter's Shiraz,1,57.0,2016-06-11,6446,2016,57.0
58,La Tazza D'oro Miscela Gold Cafe Espresso Whole Beans 1kg,1,36.55,2016-06-13,6447,2016,36.55
59,Bulleit Bourbon Frontier Whiskey,1,75.05,2016-06-13,6448,2016,75.05
60,Inniskillin Icewine Cabernet Franc 2008,1,153.9,2016-06-17,6449,2016,153.9
61,Perrier Jouet Grand Brut NV,1,367.2,2016-06-22,6450,2016,367.2
62,Kavalan Concertmaster Port Cask Finish,1,114.0,2016-06-24,6451,2016,114.0
63,Dolin De Chambery Vermouth Dry 750ml,1,48.45,2016-06-24,6452,2016,48.45
64,Abuelo Anejo 12 Years Rum,1,97.85,2016-06-28,6415,2016,97.85
65,Abuelo Anejo 12 Years Rum,1,97.85,2016-06-28,6415,2016,97.85
66,Tiger Lager Beer Cans 323ml,1,58.14,2016-06-29,6453,2016,58.14
67,Tiger Lager Beer Cans 323ml,1,58.14,2016-06-29,6454,2016,58.14
68,Tiger Lager Beer Cans 323ml,1,58.14,2016-06-30,6455,2016,58.14
69,Tiger Lager Beer Cans 323ml,1,58.14,2016-06-30,6455,2016,58.14
70,St Francis Sonoma Valley Merlot 2012,1,45.9,2016-06-30,6456,2016,45.9
71,St Francis Sonoma Valley Merlot 2012,1,45.9,2016-06-30,6456,2016,45.9
72,Bulleit Bourbon Frontier Whiskey,1,71.3,2016-06-30,6457,2016,71.3
73,Kavalan Single Malt 700ml,1,114.0,2016-07-02,6458,2016,114.0
74,Abuelo Anejo 12 Years Rum,1,92.96,2016-07-06,6459,2016,92.96
75,Inniskillin Icewine Riesling 2008,1,118.8,2016-07-06,6449,2016,118.8
76,Kavalan Single Malt 700ml,1,114.0,2016-07-07,6460,2016,114.0
77,"Dom Perignon Vintage 2005 and Michel Cluziel 8pc French Chocolate
Pralines Set",1,259.0,2016-07-08,6461,2016,259.0
78,Heineken Lager Beer Cans (24x330ml),1,67.69,2016-07-10,6462,2016,67.69
79,Dolin De Chambery Vermouth Dry 750ml,1,48.45,2016-07-11,6463,2016,48.45
80,Martin Miller's Artic Clarity,1,84.55,2016-07-11,6463,2016,84.55
81,Perrier Jouet Grand Brut NV,1,367.2,2016-07-12,6464,2016,367.2
82,Perrier Jouet Grand Brut NV,1,367.2,2016-07-12,6464,2016,367.2
83,Pinical Estate Shiraz,1,21.85,2016-07-12,6465,2016,21.85
84,Pinical Estate Shiraz,1,21.85,2016-07-12,6465,2016,21.85
85,Pinical Estate Shiraz,1,21.85,2016-07-12,6465,2016,21.85
86,Pinical Estate Shiraz,1,21.85,2016-07-12,6465,2016,21.85
87,Pinical Estate Shiraz,1,21.85,2016-07-12,6465,2016,21.85
88,Abuelo Anejo 12 Years Rum,1,97.85,2016-07-12,6466,2016,97.85
89,Balvenie Caribbean Cask 14 Years Old,1,178.6,2016-07-14,6467,2016,178.6
90,"Bolla Valpolicella Amarone Della Valpolicella Classico Riserva Le
Origini 2009",1,81.7,2016-07-16,6468,2016,81.7
91,"Bolla Valpolicella Amarone Della Valpolicella Classico Riserva Le
Origini 2009",1,81.7,2016-07-16,6468,2016,81.7
92,Penfolds Bin 407 Cabernet Sauvignon 2011,1,84.9,2016-07-19,6469,2016,84.9
93,Absolut Vodka Original,1,44.0,2016-07-21,6470,2016,44.0
94,Absolut Vodka Original,1,44.0,2016-07-21,6470,2016,44.0
95,Cakebread Cellars Napa Valley Cabernet Sauvignon 2012,1,148.2,2016-07-23,6471,2016,148.2
96,Cakebread Cellars Napa Valley Cabernet Sauvignon 2012,1,148.2,2016-07-23,6471,2016,148.2
97,La Tazza D'oro Miscela Gold Cafe Espresso Whole Beans 1kg,1,43.0,2016-07-26,6472,2016,43.0
98,Absolut Vodka Original,1,44.0,2016-07-28,6473,2016,44.0
99,Absolut Vodka Original,1,44.0,2016-07-28,6473,2016,44.0
100,Absolut Vodka Original,1,44.0,2016-07-28,6473,2016,44.0
101,Absolut Vodka Original,1,44.0,2016-07-28,6473,2016,44.0
102,Pinical Estate Shiraz,1,21.85,2016-07-29,6474,2016,21.85
103,Pinical Estate Semillon Sauvignon Blanc,1,21.85,2016-07-29,6474,2016,21.85
104,Bulleit Rye,1,87.4,2016-07-31,6448,2016,87.4
105,Bulleit Bourbon Frontier Whiskey,1,75.05,2016-07-31,6448,2016,75.05
106,Pinical Estate Shiraz,1,21.85,2016-08-05,6475,2016,21.85
107,Pinical Estate Shiraz,1,21.85,2016-08-05,6475,2016,21.85
108,"Bolla Valpolicella Amarone Della Valpolicella Classico Riserva Le
Origini 2009",1,81.7,2016-08-06,6476,2016,81.7
109,"Bolla Valpolicella Amarone Della Valpolicella Classico Riserva Le
Origini 2009",1,81.7,2016-08-06,6476,2016,81.7
110,Absolut Vodka Original,1,44.0,2016-08-08,6477,2016,44.0
111,Perrier Jouet Grand Brut NV,1,372.6,2016-08-09,6478,2016,372.6
112,Dolin Vermouth de Chambéry Red 750ml,1,48.45,2016-08-18,6452,2016,48.45
113,Heineken Lager Beer Cans (24x330ml),1,71.25,2016-08-18,6479,2016,71.25
114,Louis Jadot Meursault Blanc 2013,1,99.0,2016-08-21,6480,2016,99.0
115,Louis Jadot Meursault Blanc 2013,1,99.0,2016-08-21,6480,2016,99.0
116,Pierre Jean Merlot,1,23.75,2016-08-22,6481,2016,23.75
117,Pierre Jean Merlot,1,23.75,2016-08-22,6481,2016,23.75
118,Perrier Jouet Grand Brut NV,1,375.84,2016-08-22,6482,2016,375.84
119,GH Mumm Cordon Rouge Champagne NV,1,61.75,2016-08-24,6483,2016,61.75
120,GH Mumm Cordon Rouge Champagne NV,1,61.75,2016-08-24,6483,2016,61.75
121,Balvenie Caribbean Cask 14 Years Old,1,168.0,2016-08-25,6484,2016,168.0
122,Martell VSOP Cognac 700ml / Local Agent Stock,1,93.5,2016-08-29,6485,2016,93.5
123,Perrier Jouet Grand Brut NV,1,375.84,2016-08-30,6486,2016,375.84
124,Pierre Jean Merlot,1,23.75,2016-08-30,6487,2016,23.75
125,Ruinart Blanc De Blanc Champagne,1,128.25,2016-09-01,6488,2016,128.25
126,Absolut Vodka Original,1,44.0,2016-09-03,6489,2016,44.0
127,Absolut Vodka Original,1,44.0,2016-09-03,6489,2016,44.0
128,Joseph Phelps Freestone Vineyards Pinot Noir 2013,1,95.0,2016-09-03,6490,2016,95.0
129,Stonier Pinot Noir,1,54.15,2016-09-03,6490,2016,54.15
130,Louis Jadot Puligny-montrachet 1er Cru La Garenne Blanc,1,134.9,2016-09-03,6490,2016,134.9
131,La Tazza D'oro Miscela Gold Cafe Espresso Whole Beans 1kg,1,30.1,2016-09-04,6491,2016,30.1
132,La Tazza D'oro Excelsior Premium Espresso Whole Beans 1kg,1,36.4,2016-09-04,6491,2016,36.4
133,Penfolds Bin 389 Cabernet Shiraz 2013,1,84.9,2016-09-04,6492,2016,84.9
134,Penfolds Bin 389 Cabernet Shiraz 2013,1,84.9,2016-09-04,6492,2016,84.9
135,GH Mumm Cordon Rouge Champagne NV,1,52.0,2016-09-04,6493,2016,52.0
136,Bacardi Superior White Rum,1,43.0,2016-09-05,6494,2016,43.0
137,Martell Cordon Bleu Cognac 700ml / Local Agent Stock,1,258.4,2016-09-07,6495,2016,258.4
138,Martell Cordon Bleu Cognac 700ml / Local Agent Stock,1,258.4,2016-09-07,6495,2016,258.4
139,Macallan 18 Year Old Sherry Oak Whisky 700ml,1,342.0,2016-09-07,6495,2016,342.0
140,"Estrella Damm Lager Beer (6 x 330ml), Barcelona",1,33.0,2016-09-07,6452,2016,33.0
141,"Estrella Damm Lager Beer (6 x 330ml), Barcelona",1,33.0,2016-09-07,6452,2016,33.0
142,"Estrella Damm Lager Beer (6 x 330ml), Barcelona",1,33.0,2016-09-07,6452,2016,33.0
143,Bitter Truth Cocktail Bitters Traveler`s Set (5x20ml),1,53.2,2016-09-08,6496,2016,53.2
144,Bitter Truth Cocktail Bitters Traveler`s Set (5x20ml),1,53.2,2016-09-08,6496,2016,53.2
145,Bitter Truth Cocktail Bitters Traveler`s Set (5x20ml),1,53.2,2016-09-08,6496,2016,53.2
146,Bitter Truth Cocktail Bitters Traveler`s Set (5x20ml),1,53.2,2016-09-08,6496,2016,53.2
147,Abuelo Anejo 12 Years Rum,1,97.85,2016-09-08,6459,2016,97.85
148,Martell VSOP Cognac 700ml / Local Agent Stock,1,93.5,2016-09-08,6497,2016,93.5
149,Ruffino Moscato d’Asti DOCG 2014,1,33.25,2016-09-09,6498,2016,33.25
150,Cloudy Bay Sauvignon Blanc,1,46.75,2016-09-09,6499,2016,46.75
151,Cloudy Bay Sauvignon Blanc,1,46.75,2016-09-09,6499,2016,46.75
152,Penfolds Bin 407 Cabernet Sauvignon 2011,1,84.9,2016-09-10,6492,2016,84.9
153,Penfolds Bin 389 Cabernet Shiraz 2013,1,84.9,2016-09-10,6492,2016,84.9
154,GH Mumm Cordon Rouge Champagne NV,1,52.0,2016-09-10,6500,2016,52.0
155,GH Mumm Cordon Rouge Champagne NV,1,52.0,2016-09-10,6500,2016,52.0
156,GH Mumm Cordon Rouge Champagne NV,1,52.0,2016-09-10,6500,2016,52.0
157,GH Mumm Cordon Rouge Champagne NV,1,52.0,2016-09-10,6500,2016,52.0
158,Chandon Brut NV,1,39.9,2016-09-10,6501,2016,39.9
159,Chandon Brut NV,1,39.9,2016-09-10,6501,2016,39.9
160,Chandon Brut NV,1,39.9,2016-09-10,6501,2016,39.9
161,Clarendelle Rouge by Haut-Brion,1,53.2,2016-09-10,6502,2016,53.2
162,GH Mumm Cordon Rouge Champagne NV,1,52.0,2016-09-11,6503,2016,52.0
163,Abuelo Anejo 12 Years Rum,1,97.85,2016-09-12,6466,2016,97.85
164,Pierre Jean Merlot,1,23.75,2016-09-16,6504,2016,23.75
165,Pierre Jean Merlot,1,23.75,2016-09-16,6504,2016,23.75
166,Pierre Jean Merlot,1,23.75,2016-09-16,6504,2016,23.75
167,Pierre Jean Merlot,1,23.75,2016-09-16,6504,2016,23.75
168,Pierre Jean Chardonnay,1,23.75,2016-09-17,6505,2016,23.75
169,Martell VSOP Cognac 700ml / Local Agent Stock,1,93.0,2016-09-20,6506,2016,93.0
170,La Tazza D'oro Miscela Gold Cafe Espresso Whole Beans 1kg,1,30.1,2016-09-20,6472,2016,30.1
171,La Tazza D'oro Miscela Gold Cafe Espresso Whole Beans 1kg,1,30.1,2016-09-20,6472,2016,30.1
172,Terrazas Altos del Plata Malbec,1,28.5,2016-09-22,6507,2016,28.5
173,Ruffino Moscato d’Asti DOCG 2014,1,33.25,2016-09-22,6508,2016,33.25
174,Jack Daniel's Old No 7 Tennessee Whiskey,1,61.75,2016-09-25,6509,2016,61.75
175,Johnnie Walker Platinum Label 18 Year Old,1,140.4,2016-09-25,6510,2016,140.4
176,Johnnie Walker Platinum Label 18 Year Old,1,140.4,2016-09-25,6510,2016,140.4
177,Johnnie Walker Platinum Label 18 Year Old,1,140.4,2016-09-25,6510,2016,140.4
178,Johnnie Walker Platinum Label 18 Year Old,1,140.4,2016-09-25,6510,2016,140.4
179,Johnnie Walker Platinum Label 18 Year Old,1,140.4,2016-09-25,6510,2016,140.4
180,GH Mumm Cordon Rouge Champagne NV,1,59.8,2016-09-25,6511,2016,59.8
181,GH Mumm Cordon Rouge Champagne NV,1,59.8,2016-09-25,6511,2016,59.8
182,The Macallan 12 Years Old Sherry Oak 700ml / Local Agent Stock,1,114.75,2016-09-29,6512,2016,114.75
183,Dom Perignon Vintage 2006 Without Box,1,227.8,2016-09-29,6513,2016,227.8
184,Dom Perignon Vintage 2006 Without Box,1,227.8,2016-09-29,6513,2016,227.8
185,Dom Perignon Vintage 2006 Without Box,1,227.8,2016-09-29,6513,2016,227.8
186,Ruffino Prosecco DOC,1,36.1,2016-10-01,6514,2016,36.1
187,Ruinart Blanc De Blanc Champage,1,128.25,2016-10-02,6515,2016,128.25
188,Ruinart Blanc De Blanc Champage,1,128.25,2016-10-02,6515,2016,128.25
189,Torres Celeste Crianza 2013,1,43.7,2016-10-02,6516,2016,43.7
190,M. Chapoutier Cotes-du-rhone Belleruche Rose,1,37.05,2016-10-04,6517,2016,37.05
191,La Tazza D'oro Excelsior Premium Espresso Whole Beans 1kg,1,36.4,2016-10-04,6518,2016,36.4
192,Oyster Bay Marlborough Pinot Noir,1,53.2,2016-10-05,6519,2016,53.2
193,Cakebread Cellars Napa Valley Sauvignon Blanc 2014,1,74.1,2016-10-06,6520,2016,74.1
194,Cloudy Bay Sauvignon Blanc,1,55.0,2016-10-06,6520,2016,55.0
195,Cakebread Cellars Napa Valley Chardonnay 2013,1,94.05,2016-10-06,6520,2016,94.05
196,Cakebread Cellars Napa Valley Sauvignon Blanc 2014,1,74.1,2016-10-06,6520,2016,74.1
197,Cakebread Cellars Napa Valley Chardonnay 2013,1,94.05,2016-10-06,6520,2016,94.05
198,Cakebread Cellars Napa Valley Chardonnay 2013,1,94.05,2016-10-06,6520,2016,94.05
199,Cloudy Bay Sauvignon Blanc,1,55.0,2016-10-06,6520,2016,55.0
200,Cakebread Cellars Napa Valley Sauvignon Blanc 2014,1,74.1,2016-10-06,6520,2016,74.1
201,Cakebread Cellars Napa Valley Sauvignon Blanc 2014,1,74.1,2016-10-06,6520,2016,74.1
202,Cakebread Cellars Napa Valley Chardonnay 2013,1,94.05,2016-10-06,6520,2016,94.05
203,S.Pellegrino Sparkling Mineral Water Glass 12 x 1LTR,1,32.64,2016-10-09,6521,2016,32.64
204,S.Pellegrino Sparkling Mineral Water Glass 12 x 1LTR,1,32.64,2016-10-09,6521,2016,32.64
205,St Hallett Gamekeeper's Shiraz,1,38.0,2016-10-09,6522,2016,38.0
206,Penfolds Bin 28 Kalimna Shiraz 2013,1,49.9,2016-10-10,6521,2016,49.9
207,Penfolds Bin 28 Kalimna Shiraz 2013,1,49.9,2016-10-10,6521,2016,49.9
208,Pierre Jean Merlot,1,23.75,2016-10-10,6523,2016,23.75
209,Joseph Phelps Napa Valley Cabernet Sauvignon 2013,1,135.85,2016-10-10,6524,2016,135.85
210,Joseph Phelps Napa Valley Cabernet Sauvignon 2013,1,135.85,2016-10-10,6524,2016,135.85
211,Dos Equis XX (Mexico) Beer (6x355ml),1,38.0,2016-10-12,6525,2016,38.0
212,Moet Imperial Brut NV 750ml x 6 bottles / Local Agent Stock,1,359.0,2016-10-13,6526,2016,359.0
213,Perrier Jouet Grand Brut NV,1,363.12,2016-10-16,6527,2016,363.12
214,Pierre Jean Merlot,1,23.75,2016-10-19,6528,2016,23.75
215,Pinical Estate Shiraz,1,23.75,2016-10-20,6529,2016,23.75
216,Pinical Estate Shiraz,1,23.75,2016-10-20,6529,2016,23.75
217,Perrier Jouet + Moet & Chandon Champagne,1,120.0,2016-10-22,6530,2016,120.0
218,Penfolds Bin 28 Kalimna Shiraz,1,49.9,2016-10-23,6521,2016,49.9
219,Penfolds Bin 28 Kalimna Shiraz,1,49.9,2016-10-23,6521,2016,49.9
220,Penfolds Bin 407 Cabernet Sauvignon,1,84.9,2016-10-23,6521,2016,84.9
221,Ruffino Chianti DOCG,1,34.2,2016-10-23,6531,2016,34.2
222,Ruffino Chianti DOCG,1,34.2,2016-10-23,6531,2016,34.2
223,Ruffino Chianti DOCG,1,34.2,2016-10-23,6531,2016,34.2
224,Pinical Estate Semillon Sauvignon Blanc,1,23.75,2016-10-25,6532,2016,23.75
225,Pinical Estate Semillon Sauvignon Blanc,1,23.75,2016-10-25,6532,2016,23.75
226,Pinical Estate Semillon Sauvignon Blanc,1,23.75,2016-10-25,6532,2016,23.75
227,Torres Celeste Crianza,1,43.7,2016-10-25,6516,2016,43.7
228,Torres Celeste Crianza,1,43.7,2016-10-25,6516,2016,43.7
229,Corona Extra Beer / Local Agent Stock (12x355ml),1,46.55,2016-10-27,6533,2016,46.55
230,"Moet Imperial Brut NV 750ml x 6 bottles With Gift Box/ Local Agent
Stock",1,359.0,2016-10-27,6534,2016,359.0
231,Perrier Jouet Grand Brut NV,1,61.88,2016-10-28,6535,2016,61.88
232,Pierre Jean Merlot,1,23.75,2016-10-28,6523,2016,23.75
233,Pierre Jean Merlot,1,23.75,2016-10-28,6523,2016,23.75
234,"Estrella Damm Lager Beer (24x330ml), Barcelona",1,141.55,2016-10-29,6536,2016,141.55
235,Pierre Jean Merlot,1,23.75,2016-10-31,6537,2016,23.75
236,Giffard Guignolet Kirsch Liqueur 700ml,1,50.35,2016-11-01,6538,2016,50.35
237,Torres Floralis Moscatel Oro NV,1,29.45,2016-11-01,6539,2016,29.45
238,Perrier Jouet Grand Brut NV,1,363.12,2016-11-02,6540,2016,363.12
239,Perrier Jouet Grand Brut NV,1,61.88,2016-11-02,6442,2016,61.88
240,Perrier Jouet Grand Brut NV,1,61.88,2016-11-02,6442,2016,61.88
241,Perrier Jouet Grand Brut NV,1,363.12,2016-11-03,6541,2016,363.12
242,Perrier Jouet Grand Brut NV,1,363.12,2016-11-03,6542,2016,363.12
243,Miguel Torres Santa Digna Cabernet Sauvignon Reserve 375ml,1,19.0,2016-11-03,6543,2016,19.0
244,Pinical Estate Shiraz,1,23.75,2016-11-03,6544,2016,23.75
245,Estrella Damm Inedit (Beer) 750ml(...),1,16.15,2016-11-04,6545,2016,16.15
246,Inniskillin Sparkling Vidal Ice Wine Vqa,1,116.85,2016-11-05,6546,2016,116.85
247,"Moet Imperial Brut NV 750ml x 6 bottles With Gift Box/ Local Agent
Stock",1,359.0,2016-11-06,6547,2016,359.0
248,"Moet Imperial Brut NV 750ml x 6 bottles With Gift Box/ Local Agent
Stock",1,359.0,2016-11-06,6547,2016,359.0
249,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
250,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
251,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
252,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
253,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
254,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
255,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
256,Ruffino Chianti DOCG,1,34.2,2016-11-06,6548,2016,34.2
257,Perrier Jouet Grand Brut NV,1,363.12,2016-11-07,6549,2016,363.12
258,Lagavulin 16 Years (Islay),1,150.1,2016-11-07,6550,2016,150.1
259,Perrier Jouet Grand Brut Magnum,1,239.0,2016-11-07,6551,2016,239.0
260,Perrier Jouet + Moet & Chandon Champagne,1,120.0,2016-11-07,6551,2016,120.0
261,Perrier Jouet + Moet & Chandon Champagne,1,120.0,2016-11-07,6551,2016,120.0
262,La Tazza D'oro Miscela Gold Cafe Espresso Whole Beans 1kg,1,38.65,2016-11-07,6552,2016,38.65
263,La Tazza D'oro Excelsior Premium Espresso Whole Beans 1kg,1,39.8,2016-11-07,6552,2016,39.8
264,Giffard Mojito Syrup,1,26.6,2016-11-08,6553,2016,26.6
265,St Hallett Poacher's Semillon Sauvignon Blanc,1,38.0,2016-11-08,6554,2016,38.0
266,St Hallett Poacher's Semillon Sauvignon Blanc,1,38.0,2016-11-08,6554,2016,38.0
267,St Hallett Poacher's Semillon Sauvignon Blanc,1,38.0,2016-11-08,6554,2016,38.0
268,St Hallett Poacher's Semillon Sauvignon Blanc,1,38.0,2016-11-08,6554,2016,38.0
269,Louis Roederer Brut Premier NV,1,76.5,2016-11-09,6555,2016,76.5
270,Louis Roederer Brut Premier NV,1,76.5,2016-11-09,6555,2016,76.5
271,Greywacke Sauvignon Blamc,1,43.35,2016-11-11,6556,2016,43.35
272,Flametree Cabernet Merlot,1,51.0,2016-11-11,6557,2016,51.0
273,Penfolds Bin 389 Cabernet Shiraz 2013,1,84.9,2016-11-11,6558,2016,84.9
274,"Moet Imperial Brut NV 750ml x 6 bottles With Gift Box/ Local Agent
Stock",1,359.0,2016-11-11,6526,2016,359.0
275,"M. Chapoutier Cotes-Du-Rhone ""Belleruche"" Blanc 375ml",1,20.7,2016-11-11,6559,2016,20.7
276,"M. Chapoutier Cotes-du-rhone ""Belleruche"" Red 375ml",1,20.7,2016-11-11,6559,2016,20.7
277,Ruffino Chianti DOCG,1,32.4,2016-11-11,6560,2016,32.4
278,Ruffino Chianti DOCG,1,32.4,2016-11-11,6560,2016,32.4
279,"Moet Imperial Brut NV 750ml x 6 bottles With Gift Box/ Local Agent
Stock",1,359.0,2016-11-11,6561,2016,359.0
280,Ruinart Blanc De Blanc Champage,1,128.25,2016-11-11,6561,2016,128.25
281,Ruinart Blanc De Blanc Champage,1,128.25,2016-11-11,6561,2016,128.25
282,Ruinart Rose Champagne,1,128.25,2016-11-11,6561,2016,128.25
283,Ruinart Rose Champagne,1,128.25,2016-11-11,6561,2016,128.25
284,S.Pellegrino Sparkling Mineral Water Glass 12 x 1LTR,1,36.6,2016-11-11,6562,2016,36.6
285,"M. Chapoutier Chateauneuf du Pape ""La Bernadine"" Rouge",1,75.6,2016-11-12,6563,2016,75.6
286,Ardbeg 10 Years Old / Local Agent Stock 700ml,1,136.0,2016-11-12,6564,2016,136.0
287,The Macallan Double Cask 12 Years Old 700ml / Local Agent Stock,1,118.0,2016-11-12,6565,2016,118.0
288,The Macallan Double Cask 12 Years Old 700ml / Local Agent Stock,1,118.0,2016-11-12,6565,2016,118.0
289,GH Mumm Cordon Rouge Champagne NV / Local Agent Stock,1,45.0,2016-11-13,6566,2016,45.0
290,Bolla Il Gambero Soave DOC,1,30.4,2016-11-13,6567,2016,30.4
291,Bacardi Superior White Rum,1,39.9,2016-11-13,6568,2016,39.9
292,Pierre Jean Merlot,1,22.0,2016-11-13,6569,2016,22.0
293,Pierre Jean Merlot,1,22.0,2016-11-13,6569,2016,22.0
294,Pierre Jean Chardonnay,1,23.75,2016-11-13,6569,2016,23.75
295,Estrella Damm Inedit (Beer) 750ml(...),1,16.15,2016-11-14,6570,2016,16.15
296,Estrella Damm Inedit (Beer) 750ml(...),1,16.15,2016-11-14,6570,2016,16.15
297,Estrella Damm Inedit (Beer) 750ml(...),1,16.15,2016-11-14,6570,2016,16.15
298,Estrella Damm Inedit (Beer) 750ml(...),1,16.15,2016-11-14,6570,2016,16.15
299,GH Mumm Cordon Rouge Champagne NV / Local Agent Stock,1,45.0,2016-11-14,6500,2016,45.0
300,GH Mumm Cordon Rouge Champagne NV / Local Agent Stock,1,45.0,2016-11-14,6500,2016,45.0
